transaction_number,id_customer,transaction_date,id_subcategory,id_category,quantity,rate,tax,total_amount,id_store_type,id_store,id_product_category
78034034083,273019,2013-05-05,11,5,2,317,66.57,700.57,2,3,5-11
66988079249,273477,2013-05-05,4,1,5,1195,627.375,6602.375,3,5,1-4
74750830693,270880,2013-05-05,4,3,3,614,193.41,2035.41,3,5,3-4
88433403734,267492,2013-05-05,10,6,5,1487,780.675,8215.675,1,1,6-10
96685939989,270540,2013-05-05,8,3,1,480,50.4,530.4,1,1,3-8
89976045066,272621,2013-05-05,4,3,1,351,36.855,387.855,2,4,3-4
81679113329,274801,2013-05-05,7,5,1,1043,109.515,1152.515,1,3,5-7
66210242832,273481,2013-05-05,3,2,3,924,291.06,3063.06,4,4,2-3
81435414761,274941,2013-05-05,10,3,5,181,95.025,1000.025,1,3,3-10
95659557880,267833,2013-05-05,6,5,4,1226,514.92,5418.92,3,3,5-6
91466446059,271380,2013-05-05,10,5,4,351,147.42,1551.42,2,1,5-10
25670945168,272007,2013-05-04,8,3,-1,-111,11.655,-122.655,2,2,3-8
26555874199,269750,2013-05-04,5,3,4,953,400.26,4212.26,3,2,3-5
51904466488,270860,2013-05-04,11,5,2,541,113.61,1195.61,2,2,5-11
49423045723,267312,2013-05-04,11,5,1,1206,126.63,1332.63,4,2,5-11
63110351202,270143,2013-05-04,4,4,5,1433,752.325,7917.325,2,1,4-4
60490240953,271198,2013-05-04,1,2,-4,-314,131.88,-1387.88,2,2,2-1
24753786842,270927,2013-05-04,7,5,3,1346,423.99,4461.99,1,3,5-7
48871905215,271813,2013-05-04,4,1,3,285,89.775,944.775,4,3,1-4
16806822536,273034,2013-05-04,10,5,1,511,53.655,564.655,4,2,5-10
8729956244,271160,2013-05-04,1,4,3,259,81.585,858.585,4,4,4-1
12133504190,269526,2013-05-04,1,2,1,474,49.77,523.77,2,5,2-1
59504324209,269681,2013-05-04,5,3,5,1400,735.0,7735.0,1,2,3-5
24807706281,275226,2013-05-04,3,2,5,116,60.9,640.9,3,3,2-3
33277178106,273131,2013-05-04,12,6,4,1066,447.72,4711.72,2,4,6-12
788829382,270571,2013-05-04,1,2,5,921,483.525,5088.525,4,5,2-1
26699567881,272473,2013-05-04,4,3,1,138,14.49,152.49,3,2,3-4
79041301833,267682,2013-05-04,4,3,1,1217,127.785,1344.785,4,3,3-4
70148695107,274811,2013-05-04,2,6,2,1245,261.45,2751.45,4,3,6-2
91039350197,268187,2013-05-04,1,2,2,620,130.2,1370.2,2,5,2-1
91104725930,269737,2013-05-04,7,5,5,1088,571.2,6011.2,4,2,5-7
76470382727,268661,2013-05-04,7,5,4,465,195.3,2055.3,1,1,5-7
89218785484,269674,2013-05-04,10,5,-1,-216,22.68,-238.68,2,2,5-10
71797314111,274302,2013-05-04,7,5,2,438,91.98,967.98,3,5,5-7
1147686786,270410,2013-05-03,2,6,3,1432,451.08,4747.08,1,3,6-2
37400200595,274181,2013-05-03,4,2,4,838,351.96,3703.96,4,5,2-4
12804670617,266986,2013-05-03,12,6,2,355,74.55,784.55,2,1,6-12
50093131361,268447,2013-05-03,9,3,5,879,461.475,4856.475,2,3,3-9
36066527033,269236,2013-05-03,3,5,1,759,79.695,838.695,3,1,5-3
24472156995,271099,2013-05-03,5,3,5,495,259.875,2734.875,3,1,3-5
6856114132,268698,2013-05-03,10,3,3,850,267.75,2817.75,2,3,3-10
59277965573,273663,2013-05-03,9,3,-1,-866,90.93,-956.93,1,1,3-9
23389571930,268582,2013-05-03,7,5,1,1006,105.63,1111.63,3,2,5-7
17095124791,274787,2013-05-03,1,4,3,1418,446.67,4700.67,3,2,4-1
54162843368,269196,2013-05-03,5,3,4,206,86.52,910.52,3,2,3-5
12289166369,271527,2013-05-03,1,1,5,676,354.9,3734.9,1,1,1-1
81834790003,267977,2013-05-03,12,5,4,618,259.56,2731.56,1,5,5-12
71615043851,270644,2013-05-03,10,3,1,184,19.32,203.32,4,3,3-10
71925094311,272545,2013-05-03,6,5,3,817,257.355,2708.355,2,2,5-6
69396689534,273918,2013-05-03,4,3,5,342,179.55,1889.55,2,2,3-4
29823756297,274964,2013-05-02,3,5,3,560,176.4,1856.4,4,3,5-3
55347967384,269503,2013-05-02,10,3,3,1243,391.545,4120.545,3,3,3-10
25670945168,272007,2013-05-02,8,3,1,111,11.655,122.655,2,2,3-8
55689691844,272423,2013-05-02,10,6,2,271,56.91,598.91,1,4,6-10
5743701392,271898,2013-05-02,11,5,1,312,32.76,344.76,1,2,5-11
51641844227,271810,2013-05-02,4,1,-1,-567,59.535,-626.535,4,5,1-4
12937680935,268313,2013-05-02,10,3,3,368,115.92,1219.92,2,4,3-10
21045719571,274609,2013-05-02,10,5,3,686,216.09,2274.09,1,2,5-10
32461394932,269904,2013-05-02,4,4,4,1364,572.88,6028.88,1,1,4-4
60900920338,270964,2013-05-02,10,6,-3,-1289,406.035,-4273.035,2,3,6-10
45579298521,273131,2013-05-02,3,2,1,453,47.565,500.565,1,1,2-3
20095912645,268093,2013-05-02,3,1,4,106,44.52,468.52,2,1,1-3
14335124969,269550,2013-05-02,9,3,1,830,87.15,917.15,3,5,3-9
40767900671,273032,2013-05-02,2,6,1,560,58.8,618.8,1,2,6-2
34195478343,273548,2013-05-02,1,4,4,1479,621.18,6537.18,4,4,4-1
10501570269,275061,2013-05-02,7,5,2,1018,213.78,2249.78,2,5,5-7
42591572360,272961,2013-05-02,3,1,4,370,155.4,1635.4,1,4,1-3
46236624598,270320,2013-05-02,4,2,5,317,166.425,1751.425,1,4,2-4
98609613155,274455,2013-05-02,3,2,2,1051,220.71,2322.71,3,3,2-3
86188191051,274357,2013-05-02,4,1,2,545,114.45,1204.45,2,2,1-4
99802825751,274930,2013-05-02,2,6,3,698,219.87,2313.87,4,3,6-2
83654223583,272154,2013-05-02,9,3,2,810,170.1,1790.1,3,2,3-9
95803169847,269191,2013-05-02,8,3,1,1200,126.0,1326.0,1,3,3-8
96158444021,268663,2013-05-02,12,6,2,1418,297.78,3133.78,1,4,6-12
36756776943,268880,2013-05-01,7,5,1,435,45.675,480.675,1,2,5-7
36780065354,268119,2013-05-01,3,1,5,325,170.625,1795.625,4,4,1-3
49784576185,268291,2013-05-01,10,6,5,184,96.6,1016.6,1,3,6-10
37515647903,274459,2013-05-01,2,6,1,706,74.13,780.13,1,2,6-2
2127300788,274976,2013-05-01,7,5,1,140,14.7,154.7,2,2,5-7
59277965573,273663,2013-05-01,9,3,1,866,90.93,956.93,1,4,3-9
49085108504,274731,2013-05-01,3,2,5,324,170.1,1790.1,2,5,2-3
61459227673,269136,2013-05-01,5,3,5,1327,696.675,7331.675,1,5,3-5
6736695132,273588,2013-05-01,3,1,5,164,86.1,906.1,2,5,1-3
41017158838,271846,2013-05-01,1,1,4,896,376.32,3960.32,1,5,1-1
17040541008,267782,2013-05-01,10,5,4,1110,466.2,4906.2,1,5,5-10
10218369694,271806,2013-05-01,4,2,5,119,62.475,657.475,4,5,2-4
45540182607,268876,2013-05-01,4,4,2,1431,300.51,3162.51,1,4,4-4
51641844227,271810,2013-05-01,4,1,1,567,59.535,626.535,4,2,1-4
49493337635,272666,2013-05-01,3,5,3,505,159.075,1674.075,2,5,5-3
93938110148,270416,2013-05-01,1,4,4,770,323.4,3403.4,3,2,4-1
84792941630,275173,2013-05-01,7,5,1,821,86.205,907.205,4,3,5-7
95756658743,269642,2013-05-01,4,4,1,860,90.3,950.3,4,3,4-4
69352026509,273726,2013-05-01,1,1,1,1410,148.05,1558.05,3,2,1-1
93943110737,271244,2013-05-01,4,3,4,1402,588.84,6196.84,4,2,3-4
54858741504,267528,2013-04-30,12,5,4,1403,589.26,6201.26,1,1,5-12
28039163447,268878,2013-04-30,4,1,-3,-1016,320.04,-3368.04,1,1,1-4
8331837526,274673,2013-04-30,1,2,-1,-387,40.635,-427.635,3,3,2-1
49157205335,272063,2013-04-30,1,4,2,243,51.03,537.03,2,3,4-1
57915918231,268193,2013-04-30,10,6,4,354,148.68,1564.68,1,4,6-10
53168059324,274027,2013-04-30,1,1,3,1399,440.685,4637.685,2,2,1-1
46729599121,271310,2013-04-30,12,5,2,1311,275.31,2897.31,1,5,5-12
2346880049,273495,2013-04-30,2,6,3,543,171.045,1800.045,1,5,6-2
29754806079,272741,2013-04-30,1,4,5,558,292.95,3082.95,2,5,4-1
53501751767,269363,2013-04-30,1,1,5,100,52.5,552.5,4,1,1-1
85884420486,273005,2013-04-30,7,5,3,1275,401.625,4226.625,2,2,5-7
64081798683,273135,2013-04-30,10,3,3,1112,350.28,3686.28,3,2,3-10
95119584068,269054,2013-04-30,3,2,1,287,30.135,317.135,4,4,2-3
68893777230,274129,2013-04-30,3,1,4,1077,452.34,4760.34,3,4,1-3
67310913082,270416,2013-04-30,3,2,3,485,152.775,1607.775,1,4,2-3
94034760541,269001,2013-04-30,12,6,-4,-589,247.38,-2603.38,1,2,6-12
98940911065,268941,2013-04-30,12,6,-1,-959,100.695,-1059.695,1,2,6-12
70171905828,269754,2013-04-30,12,6,2,882,185.22,1949.22,1,3,6-12
91377906980,273702,2013-04-30,3,5,-4,-632,265.44,-2793.44,2,4,5-3
73254228802,272329,2013-04-30,1,1,4,86,36.12,380.12,4,3,1-1
68085820180,270282,2013-04-30,6,5,5,1252,657.3,6917.3,1,5,5-6
55443022818,274816,2013-04-29,10,6,5,846,444.15,4674.15,2,2,6-10
18891035822,270884,2013-04-29,11,6,1,1407,147.735,1554.735,3,4,6-11
13757144803,270119,2013-04-29,1,1,1,1295,135.975,1430.975,1,5,1-1
4631821929,271903,2013-04-29,6,5,3,1350,425.25,4475.25,1,5,5-6
50512235528,271975,2013-04-29,4,3,2,644,135.24,1423.24,1,3,3-4
59753527904,273959,2013-04-29,6,5,3,1074,338.31,3560.31,4,5,5-6
40315175927,270388,2013-04-29,4,4,4,1410,592.2,6232.2,4,2,4-4
47452924560,272354,2013-04-29,6,5,3,323,101.745,1070.745,1,4,5-6
45248262101,270749,2013-04-29,10,3,4,1181,496.02,5220.02,4,4,3-10
27292924622,268516,2013-04-29,12,5,5,1355,711.375,7486.375,2,4,5-12
31293470903,268062,2013-04-29,12,6,5,759,398.475,4193.475,2,1,6-12
60490240953,271198,2013-04-29,1,2,4,314,131.88,1387.88,2,1,2-1
5734025603,271075,2013-04-29,2,6,5,397,208.425,2193.425,2,4,6-2
51062276440,269929,2013-04-29,11,5,3,145,45.675,480.675,2,5,5-11
28039163447,268878,2013-04-29,4,1,3,1016,320.04,3368.04,1,3,1-4
21483590881,267075,2013-04-29,11,5,4,393,165.06,1737.06,1,5,5-11
23261208420,271241,2013-04-29,10,6,2,1233,258.93,2724.93,1,4,6-10
863586530,270374,2013-04-29,4,3,2,110,23.1,243.1,3,2,3-4
53460698872,268660,2013-04-29,9,3,4,448,188.16,1980.16,1,1,3-9
69113366141,272529,2013-04-29,4,3,5,156,81.9,861.9,2,1,3-4
93246125533,272208,2013-04-29,1,2,2,1282,269.22,2833.22,2,5,2-1
81132030308,274616,2013-04-29,8,3,4,88,36.96,388.96,3,5,3-8
95436937068,273768,2013-04-29,10,5,2,384,80.64,848.64,1,4,5-10
97958723305,269732,2013-04-29,5,3,5,697,365.925,3850.925,2,2,3-5
67228583499,269661,2013-04-29,2,6,1,687,72.135,759.135,1,4,6-2
94647669972,271243,2013-04-29,11,6,2,480,100.8,1060.8,2,1,6-11
86035442811,272006,2013-04-29,10,6,5,591,310.275,3265.275,1,4,6-10
20057826764,272473,2013-04-28,10,6,5,884,464.1,4884.1,1,1,6-10
50068975720,274941,2013-04-28,10,6,5,477,250.425,2635.425,3,4,6-10
53460389649,273269,2013-04-28,4,1,2,242,50.82,534.82,1,5,1-4
34813932631,269223,2013-04-28,10,3,4,85,35.7,375.7,3,4,3-10
56680617451,269171,2013-04-28,1,1,4,169,70.98,746.98,4,1,1-1
13532375482,267455,2013-04-28,8,3,5,151,79.275,834.275,4,1,3-8
8779826651,269466,2013-04-28,3,2,2,1440,302.4,3182.4,1,5,2-3
77786385668,273740,2013-04-28,4,4,4,1131,475.02,4999.02,2,2,4-4
95208722530,267668,2013-04-28,12,5,1,1428,149.94,1577.94,4,1,5-12
71618917535,271330,2013-04-28,3,2,2,1153,242.13,2548.13,2,4,2-3
78270182185,271487,2013-04-28,12,5,4,494,207.48,2183.48,1,4,5-12
91566125390,269189,2013-04-28,3,1,4,1012,425.04,4473.04,1,4,1-3
98626063245,272638,2013-04-28,4,3,4,588,246.96,2598.96,2,5,3-4
89292256713,268945,2013-04-28,3,1,2,1093,229.53,2415.53,2,4,1-3
41646126898,269172,2013-04-27,7,5,-1,-1354,142.17,-1496.17,1,2,5-7
32524212369,275108,2013-04-27,8,3,5,699,366.975,3861.975,3,4,3-8
29188739005,274587,2013-04-27,8,3,-4,-1154,484.68,-5100.68,4,4,3-8
55785836086,271356,2013-04-27,5,3,3,882,277.83,2923.83,1,2,3-5
57859197212,271050,2013-04-27,6,5,3,1304,410.76,4322.76,3,1,5-6
14306025501,269460,2013-04-27,12,6,4,736,309.12,3253.12,1,5,6-12
47044263616,266886,2013-04-27,4,1,5,388,203.7,2143.7,1,2,1-4
8056198171,268202,2013-04-27,7,5,4,1040,436.8,4596.8,2,4,5-7
7765093872,272186,2013-04-27,6,5,3,1033,325.395,3424.395,4,1,5-6
20837707486,271671,2013-04-27,1,2,2,416,87.36,919.36,2,5,2-1
58778983502,271771,2013-04-27,9,3,3,1334,420.21,4422.21,4,1,3-9
11738104344,274226,2013-04-27,12,6,4,977,410.34,4318.34,1,3,6-12
50703646909,273185,2013-04-27,8,3,5,525,275.625,2900.625,3,3,3-8
60900920338,270964,2013-04-27,10,6,3,1289,406.035,4273.035,2,2,6-10
43178125715,268137,2013-04-27,11,5,-4,-1381,580.02,-6104.02,3,1,5-11
98940911065,268941,2013-04-27,12,6,1,959,100.695,1059.695,1,4,6-12
96101439091,270140,2013-04-27,10,3,4,895,375.9,3955.9,1,2,3-10
75886523742,269301,2013-04-27,7,5,5,726,381.15,4011.15,1,4,5-7
64051139108,274782,2013-04-27,1,1,3,270,85.05,895.05,3,1,1-1
90976597521,273222,2013-04-27,12,6,-4,-1406,590.52,-6214.52,2,2,6-12
64224545502,270362,2013-04-27,10,6,5,915,480.375,5055.375,3,4,6-10
86813632675,275122,2013-04-27,10,6,2,945,198.45,2088.45,2,1,6-10
65871880912,268682,2013-04-27,4,4,4,1166,489.72,5153.72,3,1,4-4
92596255790,268319,2013-04-27,9,3,5,236,123.9,1303.9,4,4,3-9
79732957144,266830,2013-04-27,4,1,1,1267,133.035,1400.035,3,5,1-4
31899226599,269910,2013-04-26,3,1,5,904,474.6,4994.6,2,2,1-3
18003648783,267970,2013-04-26,3,1,5,1263,663.075,6978.075,1,4,1-3
9289968605,273731,2013-04-26,8,3,3,1327,418.005,4399.005,1,1,3-8
40298879804,269088,2013-04-26,12,5,5,958,502.95,5292.95,4,5,5-12
22148293212,267072,2013-04-26,4,3,3,197,62.055,653.055,3,4,3-4
10440850091,271772,2013-04-26,4,1,4,819,343.98,3619.98,4,5,1-4
6474523176,269136,2013-04-26,10,5,2,1330,279.3,2939.3,4,1,5-10
28381196117,274019,2013-04-26,1,4,1,1045,109.725,1154.725,1,4,4-1
63954720042,268871,2013-04-26,12,6,1,739,77.595,816.595,4,5,6-12
70884829402,274756,2013-04-26,4,2,3,978,308.07,3242.07,4,2,2-4
74743582434,271346,2013-04-26,12,6,-4,-245,102.9,-1082.9,3,4,6-12
63357921399,268543,2013-04-26,4,2,3,131,41.265,434.265,3,5,2-4
68637723706,269859,2013-04-26,10,3,5,223,117.075,1232.075,3,2,3-10
66710406148,274814,2013-04-26,1,2,5,361,189.525,1994.525,1,1,2-1
8880494783,273733,2013-04-25,4,2,5,935,490.875,5165.875,1,5,2-4
20278441044,271314,2013-04-25,3,2,4,1134,476.28,5012.28,1,3,2-3
17674315803,274487,2013-04-25,3,1,3,1206,379.89,3997.89,4,4,1-3
6643517325,273878,2013-04-25,10,3,2,681,143.01,1505.01,4,2,3-10
21548243356,271541,2013-04-25,8,3,2,896,188.16,1980.16,4,5,3-8
13615172529,271059,2013-04-25,4,2,4,359,150.78,1586.78,2,2,2-4
37835355913,273709,2013-04-25,4,1,1,1253,131.565,1384.565,1,2,1-4
68058488867,268497,2013-04-25,3,1,5,573,300.825,3165.825,1,1,1-3
91167268632,270049,2013-04-25,2,6,1,1114,116.97,1230.97,1,3,6-2
87411516214,269776,2013-04-25,3,5,-2,-1304,273.84,-2881.84,4,4,5-3
77198200391,267254,2013-04-25,10,6,1,713,74.865,787.865,2,5,6-10
72919078980,267618,2013-04-25,12,6,2,208,43.68,459.68,4,2,6-12
91377906980,273702,2013-04-25,3,5,-4,-632,265.44,-2793.44,2,3,5-3
68716748750,269302,2013-04-25,2,6,3,388,122.22,1286.22,2,4,6-2
70863493734,272173,2013-04-25,8,3,5,491,257.775,2712.775,3,2,3-8
71476383191,270581,2013-04-25,10,5,-1,-658,69.09,-727.09,3,5,5-10
71993027600,275040,2013-04-25,10,6,3,579,182.385,1919.385,1,1,6-10
65850421489,274299,2013-04-25,4,4,4,917,385.14,4053.14,4,1,4-4
66160371070,270324,2013-04-25,3,2,1,716,75.18,791.18,1,2,2-3
99947326428,270360,2013-04-25,10,3,5,273,143.325,1508.325,1,4,3-10
39785359423,267385,2013-04-24,10,5,-1,-261,27.405,-288.405,2,1,5-10
7130062824,274457,2013-04-24,4,3,5,1397,733.425,7718.425,4,1,3-4
26670411668,274541,2013-04-24,1,4,-1,-1372,144.06,-1516.06,1,2,4-1
7292391461,273666,2013-04-24,3,5,3,1328,418.32,4402.32,1,2,5-3
29188739005,274587,2013-04-24,8,3,4,1154,484.68,5100.68,4,4,3-8
43178125715,268137,2013-04-24,11,5,4,1381,580.02,6104.02,3,4,5-11
14663555610,270602,2013-04-24,4,3,4,715,300.3,3160.3,3,4,3-4
32748978329,270657,2013-04-24,11,5,1,544,57.12,601.12,2,1,5-11
54151534379,272948,2013-04-24,11,5,2,826,173.46,1825.46,3,5,5-11
89218785484,269674,2013-04-24,10,5,1,216,22.68,238.68,2,4,5-10
80897540799,272518,2013-04-24,3,2,5,644,338.1,3558.1,1,4,2-3
70295802814,268513,2013-04-24,4,1,-1,-268,28.14,-296.14,2,5,1-4
85643993460,267165,2013-04-24,4,1,4,1304,547.68,5763.68,1,4,1-4
93884797104,267795,2013-04-24,1,1,-2,-1168,245.28,-2581.28,4,1,1-1
89632577328,274319,2013-04-24,4,3,2,973,204.33,2150.33,4,2,3-4
99377059650,269716,2013-04-24,6,5,1,905,95.025,1000.025,1,5,5-6
89923205905,275232,2013-04-24,7,5,5,759,398.475,4193.475,1,5,5-7
77946076428,270300,2013-04-24,11,6,-1,-703,73.815,-776.815,3,1,6-11
72843775652,272449,2013-04-24,6,5,1,475,49.875,524.875,3,5,5-6
87411516214,269776,2013-04-24,3,5,2,1304,273.84,2881.84,4,5,5-3
61653518526,269013,2013-04-23,7,5,2,1120,235.2,2475.2,1,5,5-7
61209603666,273172,2013-04-23,10,5,4,1215,510.3,5370.3,3,5,5-10
36786634925,267437,2013-04-23,11,5,3,500,157.5,1657.5,2,5,5-11
61405785017,269604,2013-04-23,1,4,1,1474,154.77,1628.77,2,3,4-1
43715545010,272569,2013-04-23,1,1,2,456,95.76,1007.76,4,4,1-1
39785359423,267385,2013-04-23,10,5,1,261,27.405,288.405,2,4,5-10
5928346670,270920,2013-04-23,2,6,-4,-223,93.66,-985.66,4,1,6-2
55107366030,269959,2013-04-23,8,3,3,525,165.375,1740.375,1,1,3-8
58726130469,268776,2013-04-23,1,2,1,175,18.375,193.375,1,5,2-1
34722360280,267995,2013-04-23,1,2,5,1448,760.2,8000.2,3,3,2-1
71155109559,273676,2013-04-23,9,3,2,1077,226.17,2380.17,1,1,3-9
89842200846,267058,2013-04-23,7,5,5,1195,627.375,6602.375,2,4,5-7
57539797485,273618,2013-04-22,3,5,-2,-1107,232.47,-2446.47,4,5,5-3
53177787642,272839,2013-04-22,6,5,2,508,106.68,1122.68,4,1,5-6
40867653079,274383,2013-04-22,12,6,2,1226,257.46,2709.46,3,1,6-12
48075661454,269480,2013-04-22,6,5,-2,-1428,299.88,-3155.88,4,5,5-6
23278395758,267146,2013-04-22,12,5,3,892,280.98,2956.98,4,4,5-12
8331837526,274673,2013-04-22,1,2,1,387,40.635,427.635,3,3,2-1
9547655695,269524,2013-04-22,8,3,5,1096,575.4,6055.4,1,2,3-8
45899546364,272018,2013-04-22,4,2,2,441,92.61,974.61,2,2,2-4
35533103822,269669,2013-04-22,12,5,2,407,85.47,899.47,4,2,5-12
49232047662,269999,2013-04-22,4,2,3,1170,368.55,3878.55,1,3,2-4
42893740472,267425,2013-04-22,3,5,3,82,25.83,271.83,3,2,5-3
20811320488,271635,2013-04-22,2,6,2,902,189.42,1993.42,4,4,6-2
71370317176,270086,2013-04-22,4,1,5,1084,569.1,5989.1,1,1,1-4
93461048377,272225,2013-04-22,10,6,4,531,223.02,2347.02,4,3,6-10
70295802814,268513,2013-04-22,4,1,1,268,28.14,296.14,2,5,1-4
65993077972,268779,2013-04-22,3,2,4,1266,531.72,5595.72,1,1,2-3
90976597521,273222,2013-04-22,12,6,4,1406,590.52,6214.52,2,5,6-12
76464753918,273484,2013-04-22,9,3,5,1017,533.925,5618.925,1,4,3-9
80209378861,271563,2013-04-22,10,3,5,1462,767.55,8077.55,4,4,3-10
93884797104,267795,2013-04-22,1,1,2,1168,245.28,2581.28,4,1,1-1
90862936484,272037,2013-04-22,3,5,5,316,165.9,1745.9,2,5,5-3
67063346147,275083,2013-04-22,9,3,1,192,20.16,212.16,4,3,3-9
896760225,270981,2013-04-21,12,6,2,417,87.57,921.57,2,5,6-12
30552629763,271726,2013-04-21,4,1,2,1500,315.0,3315.0,1,5,1-4
32586786225,268871,2013-04-21,10,3,5,774,406.35,4276.35,1,5,3-10
48075661454,269480,2013-04-21,6,5,2,1428,299.88,3155.88,4,5,5-6
1318464349,272948,2013-04-21,1,2,3,865,272.475,2867.475,1,2,2-1
60295437639,270164,2013-04-21,12,5,3,1003,315.945,3324.945,1,5,5-12
26150255475,274315,2013-04-21,5,3,4,1030,432.6,4552.6,2,2,3-5
29419259470,274552,2013-04-21,4,2,5,640,336.0,3536.0,1,5,2-4
23473907474,274552,2013-04-21,3,1,5,169,88.725,933.725,3,5,1-3
16264662206,270298,2013-04-21,1,2,4,584,245.28,2581.28,1,1,2-1
59102323524,267739,2013-04-21,3,2,5,1092,573.3,6033.3,1,2,2-3
34343039063,274543,2013-04-21,12,6,3,246,77.49,815.49,2,3,6-12
94034760541,269001,2013-04-21,12,6,4,589,247.38,2603.38,1,1,6-12
80166749290,273478,2013-04-21,1,2,-4,-655,275.1,-2895.1,2,2,2-1
95456939499,268638,2013-04-21,6,5,1,85,8.925,93.925,4,5,5-6
91377906980,273702,2013-04-21,3,5,4,632,265.44,2793.44,2,5,5-3
85793248677,268282,2013-04-21,3,1,5,722,379.05,3989.05,3,1,1-3
72402739188,270430,2013-04-21,4,4,-2,-1473,309.33,-3255.33,3,3,4-4
74743582434,271346,2013-04-21,12,6,4,245,102.9,1082.9,3,4,6-12
30912079110,272098,2013-04-20,10,5,5,961,504.525,5309.525,1,1,5-10
42687930755,268823,2013-04-20,6,5,4,1442,605.64,6373.64,4,1,5-6
37599709355,273546,2013-04-20,2,6,3,636,200.34,2108.34,3,2,6-2
29248774492,269604,2013-04-20,4,4,3,489,154.035,1621.035,1,2,4-4
8687927850,274988,2013-04-20,4,3,2,890,186.9,1966.9,3,5,3-4
50003290390,275153,2013-04-20,6,5,4,498,209.16,2201.16,4,5,5-6
48282873489,275122,2013-04-20,10,5,5,157,82.425,867.425,1,3,5-10
21868066047,268931,2013-04-20,8,3,5,185,97.125,1022.125,1,4,3-8
13784296237,268008,2013-04-20,10,3,2,77,16.17,170.17,2,1,3-10
77946076428,270300,2013-04-20,11,6,1,703,73.815,776.815,3,4,6-11
85336345235,268313,2013-04-20,1,4,5,838,439.95,4629.95,1,1,4-1
91871647862,272621,2013-04-20,11,6,2,1302,273.42,2877.42,2,4,6-11
98084521741,273913,2013-04-20,10,6,2,933,195.93,2061.93,3,1,6-10
72508557590,269947,2013-04-20,12,5,1,1431,150.255,1581.255,1,5,5-12
72402739188,270430,2013-04-20,4,4,2,1473,309.33,3255.33,3,2,4-4
77100738602,271154,2013-04-20,4,3,4,1194,501.48,5277.48,3,5,3-4
96103552278,271011,2013-04-20,3,2,2,882,185.22,1949.22,1,4,2-3
97729710425,269363,2013-04-20,11,6,5,1324,695.1,7315.1,2,1,6-11
48693264645,270446,2013-04-19,6,5,5,873,458.325,4823.325,2,3,5-6
63061823224,273220,2013-04-19,1,1,1,1241,130.305,1371.305,1,2,1-1
47317752124,272189,2013-04-19,4,1,3,411,129.465,1362.465,3,5,1-4
10241569536,270212,2013-04-19,4,2,1,297,31.185,328.185,1,5,2-4
31829349827,274707,2013-04-19,6,5,1,1085,113.925,1198.925,4,4,5-6
35949435366,271582,2013-04-19,7,5,5,850,446.25,4696.25,1,2,5-7
60459508671,273354,2013-04-19,8,3,2,520,109.2,1149.2,4,4,3-8
57539797485,273618,2013-04-19,3,5,-2,-1107,232.47,-2446.47,4,1,5-3
33598008403,271225,2013-04-19,9,3,3,1109,349.335,3676.335,2,5,3-9
56871579639,270693,2013-04-19,4,2,4,487,204.54,2152.54,1,3,2-4
75666474690,270561,2013-04-19,11,6,2,477,100.17,1054.17,3,3,6-11
86141159214,272009,2013-04-19,12,5,2,1408,295.68,3111.68,2,4,5-12
87576111636,271737,2013-04-19,12,5,2,862,181.02,1905.02,2,3,5-12
98631113719,274618,2013-04-19,3,1,2,721,151.41,1593.41,1,5,1-3
80166749290,273478,2013-04-19,1,2,4,655,275.1,2895.1,2,1,2-1
79434331511,269268,2013-04-19,12,6,1,1149,120.645,1269.645,1,5,6-12
96036388297,274948,2013-04-19,9,3,5,983,516.075,5431.075,1,2,3-9
77902293095,274047,2013-04-19,7,5,3,271,85.365,898.365,1,4,5-7
26670411668,274541,2013-04-18,1,4,1,1372,144.06,1516.06,1,2,4-1
16579805163,269739,2013-04-18,12,6,-2,-1041,218.61,-2300.61,1,5,6-12
2643807784,269478,2013-04-18,11,5,3,173,54.495,573.495,1,1,5-11
5352183461,273960,2013-04-18,4,2,1,512,53.76,565.76,2,2,2-4
48403056800,274134,2013-04-18,8,3,1,169,17.745,186.745,1,3,3-8
10533051914,271353,2013-04-18,3,5,5,304,159.6,1679.6,4,4,5-3
35855973724,271717,2013-04-18,12,6,4,1409,591.78,6227.78,4,3,6-12
5928346670,270920,2013-04-18,2,6,4,223,93.66,985.66,4,5,6-2
59504222050,270539,2013-04-18,9,3,2,133,27.93,293.93,1,4,3-9
17319289580,270282,2013-04-18,1,4,2,962,202.02,2126.02,1,1,4-1
21633483765,272327,2013-04-18,4,2,2,165,34.65,364.65,3,5,2-4
60542967939,268644,2013-04-18,3,5,3,765,240.975,2535.975,1,2,5-3
1745886641,268198,2013-04-18,10,6,1,1148,120.54,1268.54,4,3,6-10
33873350045,268779,2013-04-18,1,4,1,750,78.75,828.75,4,3,4-1
68203517228,273564,2013-04-18,3,2,1,1071,112.455,1183.455,1,4,2-3
82035246904,273127,2013-04-18,7,5,1,1380,144.9,1524.9,1,3,5-7
78789903734,269083,2013-04-18,4,4,4,503,211.26,2223.26,1,4,4-4
34751971156,267640,2013-04-17,4,4,4,1343,564.06,5936.06,2,2,4-4
41646126898,269172,2013-04-17,7,5,1,1354,142.17,1496.17,1,2,5-7
10026649040,267429,2013-04-17,6,5,3,1454,458.01,4820.01,3,5,5-6
15669926111,270842,2013-04-17,3,1,4,1242,521.64,5489.64,3,2,1-3
