transaction_number,transaction_type,id_customer,transaction_date,id_subcategory,id_category,quantity,rate,tax,total_amount,id_store_type,id_store,id_product_category
64264551970,P,270419,2013-10-30,11,5,4,730,306.6,3226.6,3,4,5-11
44214318825,P,275090,2013-10-29,12,6,2,1170,245.7,2585.7,1,2,6-12
24304923911,R,270811,2013-10-29,1,2,-1,-214,22.47,-236.47,4,5,2-1
2660281057,P,271935,2013-10-29,11,6,5,1117,586.425,6171.425,3,3,6-11
42222964251,P,267361,2013-10-29,7,5,2,1187,249.27,2623.27,1,1,5-7
38087976007,P,267718,2013-10-29,3,1,5,510,267.75,2817.75,3,2,1-3
30919402330,P,269555,2013-10-29,3,1,2,1409,295.89,3113.89,1,1,1-3
15893932575,P,271041,2013-10-29,4,3,5,787,413.175,4348.175,1,4,3-4
47663810763,P,271418,2013-10-29,12,6,3,1197,377.055,3968.055,2,1,6-12
53605325105,P,269997,2013-10-29,9,3,2,228,47.88,503.88,1,1,3-9
8594214662,P,269417,2013-10-29,11,6,2,840,176.4,1856.4,3,3,6-11
33896174668,P,273184,2013-10-29,12,5,3,760,239.4,2519.4,1,2,5-12
2124829199,P,266906,2013-10-29,6,5,5,465,244.125,2569.125,1,1,5-6
90077942189,P,273360,2013-10-29,1,1,5,233,122.325,1287.325,1,3,1-1
94846961509,P,270833,2013-10-29,3,2,1,1090,114.45,1204.45,4,2,2-3
80816846770,P,272088,2013-10-29,1,1,1,832,87.36,919.36,1,1,1-1
74403296314,P,269061,2013-10-29,12,6,2,1199,251.79,2649.79,1,3,6-12
91924710933,P,268943,2013-10-29,9,3,1,794,83.37,877.37,2,4,3-9
65061121297,P,271371,2013-10-29,12,6,2,698,146.58,1542.58,2,3,6-12
84634997764,P,272207,2013-10-29,2,6,3,460,144.9,1524.9,1,1,6-2
96891575720,P,274700,2013-10-29,3,5,4,260,109.2,1149.2,2,4,5-3
30851559832,P,271738,2013-10-28,1,4,4,263,110.46,1162.46,4,3,4-1
9657818206,P,271613,2013-10-28,11,5,5,948,497.7,5237.7,3,1,5-11
39109858987,P,270460,2013-10-28,4,2,1,452,47.46,499.46,4,1,2-4
27162131360,P,274456,2013-10-28,10,6,2,1287,270.27,2844.27,1,5,6-10
31058355097,R,272252,2013-10-28,9,3,-3,-479,150.885,-1587.885,2,1,3-9
57814346542,R,272168,2013-10-28,11,5,-1,-111,11.655,-122.655,4,3,5-11
26040818568,P,270751,2013-10-28,10,6,4,1314,551.88,5807.88,1,2,6-10
24157654753,P,267016,2013-10-28,4,2,3,791,249.165,2622.165,2,2,2-4
44113022843,R,270375,2013-10-28,1,4,-1,-1376,144.48,-1520.48,2,2,4-1
43834875617,P,274008,2013-10-28,3,1,4,1253,526.26,5538.26,2,1,1-3
13212342325,P,270257,2013-10-28,9,3,5,1352,709.8,7469.8,2,4,3-9
97926338899,P,269155,2013-10-28,4,2,3,1046,329.49,3467.49,3,2,2-4
65770104257,P,269307,2013-10-28,1,4,3,1205,379.575,3994.575,4,5,4-1
64929273869,P,268017,2013-10-28,3,5,4,1465,615.3,6475.3,4,1,5-3
71126004153,P,271256,2013-10-28,10,6,2,697,146.37,1540.37,1,2,6-10
73205322342,P,274322,2013-10-28,10,6,1,474,49.77,523.77,2,2,6-10
84896805073,P,268501,2013-10-28,4,2,3,1492,469.98,4945.98,2,3,2-4
74481954778,R,274411,2013-10-28,3,2,-1,-1295,135.975,-1430.975,1,3,2-3
90260462481,R,266966,2013-10-28,3,2,-1,-310,32.55,-342.55,3,2,2-3
27357545025,P,273615,2013-10-27,9,3,3,332,104.58,1100.58,1,5,3-9
27003564783,P,270131,2013-10-27,4,1,4,1158,486.36,5118.36,1,1,1-4
26758949279,P,269463,2013-10-27,6,5,3,735,231.525,2436.525,2,1,5-6
41643068496,P,268589,2013-10-27,4,1,4,598,251.16,2643.16,1,4,1-4
33260896048,P,267621,2013-10-27,4,2,3,1474,464.31,4886.31,4,4,2-4
46192080777,P,270458,2013-10-27,3,1,4,415,174.3,1834.3,4,2,1-3
15426772972,P,269716,2013-10-27,2,6,1,499,52.395,551.395,2,3,6-2
32323336940,P,274059,2013-10-27,12,6,2,364,76.44,804.44,1,2,6-12
22891434233,P,274772,2013-10-27,1,1,3,202,63.63,669.63,3,3,1-1
44113022843,P,270375,2013-10-27,1,4,1,1376,144.48,1520.48,2,3,4-1
60256954225,P,268628,2013-10-27,4,1,3,467,147.105,1548.105,4,4,1-4
32616134209,P,268536,2013-10-27,3,2,5,287,150.675,1585.675,1,2,2-3
43646716511,P,267651,2013-10-27,10,5,2,1301,273.21,2875.21,1,4,5-10
7093222428,P,270643,2013-10-27,11,5,4,1180,495.6,5215.6,1,5,5-11
29613986037,P,268515,2013-10-27,3,1,3,881,277.515,2920.515,4,1,1-3
62379817504,P,267308,2013-10-27,3,1,1,1474,154.77,1628.77,3,5,1-3
27552065888,P,269830,2013-10-27,9,3,3,391,123.165,1296.165,1,3,3-9
85543457949,P,274274,2013-10-27,4,4,2,115,24.15,254.15,2,1,4-4
80505059304,P,267377,2013-10-27,1,2,1,370,38.85,408.85,3,1,2-1
75398347016,P,269577,2013-10-27,2,6,3,1457,458.955,4829.955,3,4,6-2
77693944178,P,272258,2013-10-27,4,2,1,1113,116.865,1229.865,3,2,2-4
98991363021,P,272833,2013-10-27,4,4,4,682,286.44,3014.44,3,2,4-4
74367530196,P,270632,2013-10-27,10,6,3,1460,459.9,4839.9,4,1,6-10
77798586737,P,274490,2013-10-27,4,4,3,429,135.135,1422.135,3,1,4-4
73439604128,P,270894,2013-10-27,10,5,2,1086,228.06,2400.06,3,3,5-10
98240278788,P,268203,2013-10-27,1,1,3,182,57.33,603.33,2,1,1-1
95824002432,P,273599,2013-10-27,6,5,2,124,26.04,274.04,2,3,5-6
87384005745,P,275244,2013-10-27,1,1,5,266,139.65,1469.65,2,2,1-1
67132025532,P,274326,2013-10-27,4,2,4,695,291.9,3071.9,1,3,2-4
271077902,P,273453,2013-10-26,4,4,2,1380,289.8,3049.8,1,2,4-4
31138689278,P,269849,2013-10-26,5,3,3,911,286.965,3019.965,1,3,3-5
25000591297,P,268024,2013-10-26,12,6,2,460,96.6,1016.6,2,2,6-12
8298562485,P,274433,2013-10-26,11,5,4,875,367.5,3867.5,4,3,5-11
34939941439,P,273804,2013-10-26,1,4,2,1348,283.08,2979.08,4,4,4-1
59063473200,P,272857,2013-10-26,11,5,4,1441,605.22,6369.22,1,1,5-11
37058239476,P,273697,2013-10-26,10,6,5,179,93.975,988.975,1,1,6-10
44207744011,P,275230,2013-10-26,9,3,1,968,101.64,1069.64,1,4,3-9
41953190041,P,269233,2013-10-26,10,3,2,353,74.13,780.13,3,3,3-10
7181759414,P,272440,2013-10-26,8,3,5,593,311.325,3276.325,4,5,3-8
38422221060,P,267135,2013-10-26,1,4,2,251,52.71,554.71,4,4,4-1
29732818453,P,271568,2013-10-26,6,5,5,944,495.6,5215.6,1,1,5-6
44259143666,P,274806,2013-10-26,3,2,2,1266,265.86,2797.86,2,4,2-3
90260462481,P,266966,2013-10-26,3,2,1,310,32.55,342.55,3,2,2-3
73192792600,P,270396,2013-10-26,7,5,3,495,155.925,1640.925,3,2,5-7
86496510628,P,272428,2013-10-26,10,5,4,1188,498.96,5250.96,1,5,5-10
74346774200,R,275175,2013-10-26,1,4,-3,-881,277.515,-2920.515,3,4,4-1
82107310153,P,269987,2013-10-26,11,5,2,318,66.78,702.78,1,2,5-11
86300045172,P,273803,2013-10-26,7,5,3,1212,381.78,4017.78,3,3,5-7
88207500627,P,269906,2013-10-26,11,5,3,247,77.805,818.805,4,4,5-11
92734514344,P,270384,2013-10-26,1,4,2,1362,286.02,3010.02,2,4,4-1
48567196102,P,272404,2013-10-25,8,3,5,861,452.025,4757.025,1,3,3-8
21165026282,P,267332,2013-10-25,2,6,1,1060,111.3,1171.3,1,1,6-2
18508943383,P,274016,2013-10-25,4,1,1,825,86.625,911.625,3,3,1-4
55825431958,P,266935,2013-10-25,3,1,1,1473,154.665,1627.665,4,2,1-3
50558886025,P,270503,2013-10-25,7,5,5,165,86.625,911.625,3,2,5-7
59604455812,P,274462,2013-10-25,9,3,4,1009,423.78,4459.78,1,5,3-9
34012202612,P,271122,2013-10-25,3,5,1,687,72.135,759.135,1,5,5-3
31678974241,P,267291,2013-10-25,10,6,1,1289,135.345,1424.345,1,3,6-10
1311422554,P,273740,2013-10-25,1,1,4,353,148.26,1560.26,1,2,1-1
57814346542,P,272168,2013-10-25,11,5,1,111,11.655,122.655,4,4,5-11
16038761049,P,268354,2013-10-25,11,6,3,857,269.955,2840.955,2,1,6-11
10861359,P,272671,2013-10-25,4,4,2,103,21.63,227.63,4,3,4-4
60462668531,P,267282,2013-10-25,11,6,5,177,92.925,977.925,4,5,6-11
23699312920,P,272400,2013-10-25,5,3,2,1484,311.64,3279.64,3,3,3-5
29888028015,P,267338,2013-10-25,11,6,3,232,73.08,769.08,1,5,6-11
41146423905,P,268946,2013-10-25,5,3,5,1237,649.425,6834.425,3,3,3-5
4332183378,P,267718,2013-10-25,6,5,3,942,296.73,3122.73,3,3,5-6
92649448229,P,273213,2013-10-25,5,3,3,84,26.46,278.46,3,1,3-5
98918581621,P,272858,2013-10-25,12,5,5,1304,684.6,7204.6,1,5,5-12
94802461469,P,267971,2013-10-25,1,2,4,563,236.46,2488.46,1,1,2-1
91266052799,P,269466,2013-10-25,4,3,2,370,77.7,817.7,3,2,3-4
83016079916,P,273645,2013-10-25,10,3,4,402,168.84,1776.84,2,4,3-10
74346774200,P,275175,2013-10-25,1,4,3,881,277.515,2920.515,3,5,4-1
78547650287,P,273906,2013-10-25,3,1,1,475,49.875,524.875,1,3,1-3
31058355097,R,272252,2013-10-24,9,3,-3,-479,150.885,-1587.885,2,3,3-9
38997818229,P,273717,2013-10-24,2,6,4,1208,507.36,5339.36,1,4,6-2
35794333499,P,274896,2013-10-24,3,1,1,1167,122.535,1289.535,3,4,1-3
55407737245,P,272463,2013-10-24,12,5,5,856,449.4,4729.4,1,3,5-12
33104888370,R,268098,2013-10-24,3,2,-4,-294,123.48,-1299.48,1,3,2-3
63064865162,P,271224,2013-10-24,10,3,5,130,68.25,718.25,4,4,3-10
58359585013,P,270741,2013-10-24,4,4,2,963,202.23,2128.23,2,1,4-4
58012438692,P,268575,2013-10-24,7,5,5,854,448.35,4718.35,4,2,5-7
33886188672,P,268145,2013-10-24,1,1,5,112,58.8,618.8,1,5,1-1
12221937609,P,274073,2013-10-24,2,6,2,236,49.56,521.56,4,4,6-2
19845905776,P,272738,2013-10-24,12,5,3,1478,465.57,4899.57,1,4,5-12
6416705253,P,269501,2013-10-24,12,5,3,1034,325.71,3427.71,4,4,5-12
19683795063,P,273575,2013-10-24,1,1,1,132,13.86,145.86,1,3,1-1
11544150945,P,273017,2013-10-24,1,4,3,878,276.57,2910.57,3,2,4-1
48829220523,R,273258,2013-10-24,1,1,-4,-296,124.32,-1308.32,3,4,1-1
1517580412,P,274778,2013-10-24,4,1,3,101,31.815,334.815,2,5,1-4
65801275039,P,269926,2013-10-24,12,5,3,1207,380.205,4001.205,2,4,5-12
84520380158,P,268706,2013-10-24,1,1,2,1414,296.94,3124.94,1,2,1-1
79487944303,P,271589,2013-10-24,1,4,5,1185,622.125,6547.125,1,4,4-1
79964819869,P,269352,2013-10-24,6,5,2,324,68.04,716.04,2,5,5-6
72521420434,P,268953,2013-10-24,12,6,1,431,45.255,476.255,1,1,6-12
82560586789,P,269623,2013-10-24,1,2,5,592,310.8,3270.8,3,2,2-1
85001381555,P,267126,2013-10-24,12,6,1,1334,140.07,1474.07,4,4,6-12
63794395544,P,273328,2013-10-24,10,5,1,484,50.82,534.82,3,1,5-10
73554855073,P,268221,2013-10-24,3,5,3,1161,365.715,3848.715,1,3,5-3
70841937494,P,273546,2013-10-24,3,2,3,854,269.01,2831.01,3,3,2-3
65914834397,P,269860,2013-10-24,10,5,1,286,30.03,316.03,1,4,5-10
9593539317,P,267320,2013-10-23,3,1,1,1363,143.115,1506.115,2,3,1-3
61444979277,P,273519,2013-10-23,4,1,3,220,69.3,729.3,1,2,1-4
29919046071,P,270803,2013-10-23,1,1,3,102,32.13,338.13,1,5,1-1
23326932265,P,271298,2013-10-23,4,1,3,1278,402.57,4236.57,4,3,1-4
7073978335,P,273784,2013-10-23,8,3,5,959,503.475,5298.475,2,2,3-8
43411292958,P,273807,2013-10-23,1,4,5,1204,632.1,6652.1,2,3,4-1
22174583855,P,274533,2013-10-23,3,2,4,571,239.82,2523.82,3,2,2-3
34012427830,P,271222,2013-10-23,1,4,4,465,195.3,2055.3,1,1,4-1
50765555776,P,274929,2013-10-23,6,5,3,913,287.595,3026.595,2,1,5-6
32869646943,P,269916,2013-10-23,11,5,2,402,84.42,888.42,2,2,5-11
46819805157,R,273862,2013-10-23,6,5,-1,-1210,127.05,-1337.05,3,1,5-6
19607279778,P,267203,2013-10-23,9,3,4,104,43.68,459.68,1,2,3-9
8697004076,P,271424,2013-10-23,10,5,3,1093,344.295,3623.295,4,5,5-10
1262038605,R,267680,2013-10-23,5,3,-2,-1179,247.59,-2605.59,1,5,3-5
50164322367,P,267700,2013-10-23,10,3,5,173,90.825,955.825,4,3,3-10
58754542882,P,273569,2013-10-23,12,6,4,703,295.26,3107.26,3,3,6-12
53354263776,R,268063,2013-10-23,8,3,-5,-404,212.1,-2232.1,2,2,3-8
84614804366,P,267634,2013-10-23,3,5,4,1389,583.38,6139.38,1,1,5-3
81092435186,P,267511,2013-10-23,3,5,5,994,521.85,5491.85,1,1,5-3
72504986680,R,270550,2013-10-23,3,2,-3,-1350,425.25,-4475.25,4,5,2-3
80570049430,P,272528,2013-10-23,8,3,2,1070,224.7,2364.7,2,2,3-8
79918882549,P,269160,2013-10-23,3,5,4,1463,614.46,6466.46,1,4,5-3
89369225162,P,271049,2013-10-23,12,6,5,370,194.25,2044.25,2,3,6-12
71759835776,P,274755,2013-10-23,10,5,5,979,513.975,5408.975,1,3,5-10
2786744954,P,269586,2013-10-22,2,6,5,317,166.425,1751.425,2,2,6-2
21596413406,P,267842,2013-10-22,8,3,5,875,459.375,4834.375,1,3,3-8
37854798838,P,271858,2013-10-22,8,3,3,267,84.105,885.105,4,2,3-8
27695383914,R,274970,2013-10-22,4,3,-1,-149,15.645,-164.645,2,5,3-4
7327093145,P,270313,2013-10-22,11,6,5,998,523.95,5513.95,3,2,6-11
36014488328,P,267801,2013-10-22,4,1,4,976,409.92,4313.92,1,1,1-4
25060278928,P,267876,2013-10-22,8,3,2,447,93.87,987.87,1,1,3-8
20036258953,P,273071,2013-10-22,6,5,2,1393,292.53,3078.53,4,4,5-6
9044824427,R,267316,2013-10-22,1,1,-4,-1386,582.12,-6126.12,3,3,1-1
36124884774,P,274955,2013-10-22,10,3,3,776,244.44,2572.44,3,3,3-10
22728033909,P,271540,2013-10-22,12,5,1,849,89.145,938.145,1,1,5-12
48829220523,P,273258,2013-10-22,1,1,4,296,124.32,1308.32,3,3,1-1
74843917010,P,269407,2013-10-22,10,5,2,568,119.28,1255.28,2,3,5-10
86917571508,P,272006,2013-10-22,1,4,3,1077,339.255,3570.255,4,2,4-1
97165850624,P,269438,2013-10-22,1,2,2,672,141.12,1485.12,2,4,2-1
80665730869,P,268100,2013-10-22,3,5,1,518,54.39,572.39,1,3,5-3
65116664552,P,266940,2013-10-22,1,1,1,852,89.46,941.46,1,2,1-1
89550242346,P,269274,2013-10-22,1,4,3,1290,406.35,4276.35,1,5,4-1
69493680766,P,268293,2013-10-22,12,6,5,782,410.55,4320.55,2,1,6-12
80285037011,P,267977,2013-10-22,2,6,4,652,273.84,2881.84,1,3,6-2
72373792392,P,267666,2013-10-22,11,6,2,612,128.52,1352.52,1,4,6-11
73699503055,P,273347,2013-10-22,9,3,3,234,73.71,775.71,1,5,3-9
35326899671,P,267152,2013-10-21,3,5,4,1145,480.9,5060.9,3,4,5-3
3987340024,P,268391,2013-10-21,8,3,2,364,76.44,804.44,1,5,3-8
51952335404,P,274376,2013-10-21,2,6,4,730,306.6,3226.6,1,4,6-2
12507576383,P,269639,2013-10-21,4,4,3,387,121.905,1282.905,1,4,4-4
19998679217,P,273198,2013-10-21,4,3,4,1109,465.78,4901.78,4,2,3-4
43000284218,P,271810,2013-10-21,1,2,4,537,225.54,2373.54,1,4,2-1
42584015540,P,271397,2013-10-21,4,3,1,681,71.505,752.505,2,1,3-4
53587412518,P,272441,2013-10-21,3,2,1,449,47.145,496.145,1,2,2-3
33104888370,P,268098,2013-10-21,3,2,4,294,123.48,1299.48,1,1,2-3
9788290574,P,274117,2013-10-21,10,6,2,184,38.64,406.64,2,2,6-10
41914991024,P,269388,2013-10-21,10,6,4,912,383.04,4031.04,1,3,6-10
11263177292,P,273931,2013-10-21,3,2,5,1204,632.1,6652.1,4,2,2-3
40874151450,P,274380,2013-10-21,4,2,2,1132,237.72,2501.72,3,3,2-4
46819805157,P,273862,2013-10-21,6,5,1,1210,127.05,1337.05,3,4,5-6
57929560009,P,268377,2013-10-21,8,3,5,820,430.5,4530.5,2,5,3-8
6825836521,R,268533,2013-10-21,6,5,-3,-1340,422.1,-4442.1,4,5,5-6
58785834351,P,270608,2013-10-21,1,4,4,1161,487.62,5131.62,4,2,4-1
86870982001,P,267216,2013-10-21,9,3,2,558,117.18,1233.18,4,2,3-9
65896930752,P,271844,2013-10-21,12,5,5,299,156.975,1651.975,1,3,5-12
79814074595,P,270817,2013-10-21,12,5,5,119,62.475,657.475,4,3,5-12
77693135702,P,274270,2013-10-21,4,4,5,369,193.725,2038.725,1,1,4-4
64944828961,P,274265,2013-10-21,4,2,1,467,49.035,516.035,4,4,2-4
79000930678,P,269966,2013-10-21,4,4,1,1456,152.88,1608.88,2,4,4-4
81546836655,P,267792,2013-10-21,5,3,5,1456,764.4,8044.4,1,3,3-5
96152624808,P,267999,2013-10-21,10,6,2,106,22.26,234.26,2,3,6-10
83158264542,P,271311,2013-10-21,11,5,2,618,129.78,1365.78,3,4,5-11
99268713598,R,268148,2013-10-21,4,3,-2,-631,132.51,-1394.51,2,2,3-4
36488065209,P,269772,2013-10-20,10,3,3,382,120.33,1266.33,2,1,3-10
38701282123,P,273554,2013-10-20,4,2,3,570,179.55,1889.55,2,3,2-4
3977243830,P,270086,2013-10-20,3,2,1,300,31.5,331.5,1,1,2-3
45003945680,P,273290,2013-10-20,10,5,4,670,281.4,2961.4,3,3,5-10
40768581598,P,267230,2013-10-20,6,5,5,440,231.0,2431.0,2,3,5-6
5027216087,P,271249,2013-10-20,3,1,1,1204,126.42,1330.42,4,4,1-3
45582187513,P,272442,2013-10-20,6,5,4,769,322.98,3398.98,1,2,5-6
24304923911,P,270811,2013-10-20,1,2,1,214,22.47,236.47,4,5,2-1
37967650017,P,274766,2013-10-20,1,2,4,106,44.52,468.52,4,1,2-1
23273855343,P,269451,2013-10-20,11,5,3,1446,455.49,4793.49,1,5,5-11
18580784925,R,268697,2013-10-20,3,1,-1,-1253,131.565,-1384.565,1,2,1-3
30839054350,P,267952,2013-10-20,4,4,2,321,67.41,709.41,3,2,4-4
36567729413,P,270861,2013-10-20,3,5,3,1296,408.24,4296.24,4,2,5-3
74481954778,P,274411,2013-10-20,3,2,1,1295,135.975,1430.975,1,2,2-3
70882570377,P,275073,2013-10-20,1,2,2,990,207.9,2187.9,4,3,2-1
88967687979,P,270093,2013-10-20,11,6,3,1026,323.19,3401.19,1,5,6-11
99268713598,R,268148,2013-10-20,4,3,-2,-631,132.51,-1394.51,2,4,3-4
63891606966,R,270658,2013-10-20,2,6,-1,-292,30.66,-322.66,1,5,6-2
88879632755,R,271916,2013-10-20,1,2,-2,-415,87.15,-917.15,2,1,2-1
90918281908,P,272111,2013-10-20,6,5,2,1472,309.12,3253.12,3,4,5-6
81710655214,P,272019,2013-10-20,4,1,1,1264,132.72,1396.72,2,1,1-4
75132672066,P,269219,2013-10-20,4,2,2,989,207.69,2185.69,3,4,2-4
22792972773,P,272485,2013-10-19,7,5,2,145,30.45,320.45,3,3,5-7
38485923021,P,267442,2013-10-19,11,6,1,711,74.655,785.655,3,4,6-11
61594503674,P,267256,2013-10-19,11,5,3,1404,442.26,4654.26,1,3,5-11
11350682258,P,268106,2013-10-19,1,1,2,1056,221.76,2333.76,2,4,1-1
9072863124,P,272337,2013-10-19,6,5,3,852,268.38,2824.38,3,4,5-6
20284627787,P,272336,2013-10-19,10,3,5,832,436.8,4596.8,4,5,3-10
17237393450,P,266910,2013-10-19,12,5,2,858,180.18,1896.18,4,2,5-12
59977337176,P,270831,2013-10-19,2,6,5,1068,560.7,5900.7,1,3,6-2
21082427551,P,269285,2013-10-19,5,3,4,513,215.46,2267.46,4,1,3-5
10449943038,P,270095,2013-10-19,1,4,2,526,110.46,1162.46,3,5,4-1
60164437362,R,270908,2013-10-19,8,3,-4,-231,97.02,-1021.02,1,2,3-8
57378573240,R,267972,2013-10-19,4,4,-3,-184,57.96,-609.96,1,2,4-4
58285706307,P,272088,2013-10-19,3,5,5,1311,688.275,7243.275,1,4,5-3
10763027744,P,269307,2013-10-19,10,6,5,386,202.65,2132.65,4,3,6-10
99132729205,P,272379,2013-10-19,9,3,4,626,262.92,2766.92,3,4,3-9
83394834769,P,272253,2013-10-19,1,1,1,382,40.11,422.11,1,5,1-1
63266409767,P,269673,2013-10-19,3,1,2,298,62.58,658.58,4,3,1-3
78475888439,P,272912,2013-10-19,4,3,1,1175,123.375,1298.375,2,4,3-4
86633785285,P,272279,2013-10-19,1,2,5,699,366.975,3861.975,1,4,2-1
73570930492,P,272393,2013-10-19,8,3,1,129,13.545,142.545,2,4,3-8
92192564098,P,274650,2013-10-19,11,6,2,1484,311.64,3279.64,1,1,6-11
1262038605,P,267680,2013-10-18,5,3,2,1179,247.59,2605.59,1,3,3-5
18580784925,P,268697,2013-10-18,3,1,1,1253,131.565,1384.565,1,5,1-3
15886109319,P,271601,2013-10-18,9,3,2,324,68.04,716.04,2,2,3-9
12230235592,P,271511,2013-10-18,9,3,4,746,313.32,3297.32,2,5,3-9
38258486827,P,273916,2013-10-18,3,2,5,173,90.825,955.825,2,5,2-3
56153494829,P,267504,2013-10-18,4,2,5,1291,677.775,7132.775,3,5,2-4
38120691899,P,269646,2013-10-18,1,1,5,1108,581.7,6121.7,1,1,1-1
61051325893,P,274130,2013-10-18,7,5,1,147,15.435,162.435,3,4,5-7
31058355097,P,272252,2013-10-18,9,3,3,479,150.885,1587.885,2,1,3-9
21909623667,P,271565,2013-10-18,10,5,4,243,102.06,1074.06,1,1,5-10
29244708858,P,270551,2013-10-18,10,6,5,308,161.7,1701.7,3,2,6-10
29884166860,P,268419,2013-10-18,10,6,4,351,147.42,1551.42,1,5,6-10
36568834140,R,267384,2013-10-18,3,2,-5,-1076,564.9,-5944.9,2,1,2-3
6825836521,P,268533,2013-10-18,6,5,3,1340,422.1,4442.1,4,4,5-6
30361888421,P,269619,2013-10-18,1,4,1,819,85.995,904.995,2,3,4-1
25691661198,P,268497,2013-10-18,9,3,4,1170,491.4,5171.4,1,5,3-9
26625444063,P,272006,2013-10-18,4,1,4,770,323.4,3403.4,1,3,1-4
41538175325,P,269111,2013-10-18,4,2,5,855,448.875,4723.875,3,1,2-4
78263354966,P,268153,2013-10-18,7,5,5,1428,749.7,7889.7,3,1,5-7
88337746602,P,272665,2013-10-18,10,3,3,1438,452.97,4766.97,1,4,3-10
72504986680,P,270550,2013-10-18,3,2,3,1350,425.25,4475.25,4,5,2-3
84616295521,P,273933,2013-10-18,11,6,4,1047,439.74,4627.74,3,2,6-11
14222225664,P,269602,2013-10-17,3,2,4,714,299.88,3155.88,2,1,2-3
57378573240,R,267972,2013-10-17,4,4,-3,-184,57.96,-609.96,1,2,4-4
18876753958,P,269650,2013-10-17,1,1,2,1440,302.4,3182.4,1,1,1-1
44437460442,P,266942,2013-10-17,12,5,3,1040,327.6,3447.6,1,5,5-12
58937670752,P,269212,2013-10-17,11,6,2,1148,241.08,2537.08,2,5,6-11
12192356337,P,274817,2013-10-17,12,5,4,463,194.46,2046.46,4,4,5-12
44427776683,P,273767,2013-10-17,2,6,2,578,121.38,1277.38,4,4,6-2
56534038246,P,271876,2013-10-17,5,3,1,98,10.29,108.29,1,5,3-5
32355467692,P,273553,2013-10-17,8,3,3,808,254.52,2678.52,4,2,3-8
37046130033,P,272965,2013-10-17,10,3,5,1058,555.45,5845.45,1,5,3-10
49035977747,P,272117,2013-10-17,7,5,4,1020,428.4,4508.4,2,3,5-7
16580948072,P,269101,2013-10-17,10,6,3,630,198.45,2088.45,2,4,6-10
36568834140,P,267384,2013-10-17,3,2,5,1076,564.9,5944.9,2,3,2-3
42457876009,P,270744,2013-10-17,2,6,5,157,82.425,867.425,4,3,6-2
88879632755,P,271916,2013-10-17,1,2,2,415,87.15,917.15,2,4,2-1
88073471176,P,268918,2013-10-17,3,1,5,259,135.975,1430.975,4,5,1-3
75324881006,P,271095,2013-10-17,1,2,2,901,189.21,1991.21,1,5,2-1
64623321015,P,269958,2013-10-17,11,5,1,337,35.385,372.385,2,1,5-11
82446335913,P,273814,2013-10-17,4,3,1,874,91.77,965.77,2,5,3-4
70181976503,R,272615,2013-10-17,4,3,-5,-864,453.6,-4773.6,1,5,3-4
51997466118,P,275230,2013-10-16,8,3,1,1085,113.925,1198.925,1,1,3-8
37040172333,P,269897,2013-10-16,12,5,4,763,320.46,3372.46,2,1,5-12
30149182019,P,269106,2013-10-16,2,6,4,412,173.04,1821.04,1,3,6-2
60004340930,P,270801,2013-10-16,4,1,3,250,78.75,828.75,4,3,1-4
24511654082,P,274428,2013-10-16,3,1,5,665,349.125,3674.125,3,3,1-3
61621467503,P,268635,2013-10-16,12,5,3,703,221.445,2330.445,2,5,5-12
49416776878,P,268798,2013-10-16,11,6,3,540,170.1,1790.1,4,1,6-11
27695383914,P,274970,2013-10-16,4,3,1,149,15.645,164.645,2,3,3-4
16642679564,P,270274,2013-10-16,12,6,5,1293,678.825,7143.825,1,2,6-12
81786113732,P,268445,2013-10-16,6,5,4,425,178.5,1878.5,3,4,5-6
71802499829,P,271620,2013-10-16,10,3,2,438,91.98,967.98,3,2,3-10
82724359316,P,274518,2013-10-16,6,5,5,1162,610.05,6420.05,2,3,5-6
87276778547,P,270947,2013-10-16,1,1,5,461,242.025,2547.025,2,4,1-1
70181976503,P,272615,2013-10-16,4,3,5,864,453.6,4773.6,1,1,3-4
87972133630,P,272993,2013-10-16,10,6,2,328,68.88,724.88,2,5,6-10
63891606966,P,270658,2013-10-16,2,6,1,292,30.66,322.66,1,1,6-2
92875346735,P,269624,2013-10-16,8,3,3,350,110.25,1160.25,2,1,3-8
93342173587,P,271834,2013-10-16,12,6,5,1073,563.325,5928.325,4,1,6-12
67378700109,P,271364,2013-10-16,10,6,5,1023,537.075,5652.075,1,3,6-10
45655248702,P,270306,2013-10-15,10,6,2,444,93.24,981.24,2,3,6-10
50527215862,P,273999,2013-10-15,10,3,3,1390,437.85,4607.85,1,5,3-10
35682281416,P,272420,2013-10-15,4,4,2,651,136.71,1438.71,4,1,4-4
37160466208,R,267697,2013-10-15,12,6,-4,-82,34.44,-362.44,1,1,6-12
56059136086,P,273378,2013-10-15,3,1,4,546,229.32,2413.32,1,4,1-3
48454217930,P,272731,2013-10-15,3,5,5,681,357.525,3762.525,3,4,5-3
2169620588,P,272488,2013-10-15,5,3,5,1122,589.05,6199.05,2,1,3-5
59391536619,P,269034,2013-10-15,2,6,4,1385,581.7,6121.7,2,5,6-2
49751041765,P,268344,2013-10-15,4,2,4,406,170.52,1794.52,1,1,2-4
53354263776,R,268063,2013-10-15,8,3,-5,-404,212.1,-2232.1,2,4,3-8
55314280320,P,272341,2013-10-15,6,5,4,110,46.2,486.2,1,4,5-6
